index,Unnamed: 0,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.input_task0,Input.input_task1,Input.input_task2,Input.input_task3,Input.input_task4,Input.input_task5,Input.input_task6,Input.input_task7,Input.input_task8,Input.input_task9,Input.input_task10,Input.input_task11,Input.input_task12,Input.input_task13,Input.input_task14,Input.input_task15,Input.input_task16,Input.input_task17,Input.input_task18,Input.input_task19,Input.input_task20,Input.input_task21,Input.input_task22,Input.input_task23,Input.input_task24,Input.input_task25,Input.input_task26,Input.input_task27,Input.input_task28,Input.input_task29,Input.input_task30,Input.input_task31,Input.input_task32,Input.input_task33,Input.input_task34,Input.input_task35,Input.input_task36,Input.input_task37,Input.input_task38,Input.input_task39,Input.input_task40,Input.input_task41,Input.input_task42,Input.input_task43,Input.input_task44,Input.input_task45,Input.input_task46,Input.input_task47,Input.input_task48,Input.input_task49,Answer.aapi.on,Answer.age,Answer.black.on,Answer.city,Answer.disability.dis-no,Answer.disability.dis-undisclosed,Answer.disability.dis-yes,Answer.gender.female,Answer.gender.gender-other,Answer.gender.male,Answer.gender.nb,Answer.hisp.on,Answer.household-members,Answer.income.income-1,Answer.income.income-2,Answer.income.income-3,Answer.income.income-4,Answer.income.income-5,Answer.income.income-6,Answer.income.income-7,Answer.native.on,Answer.occupation,Answer.q1.q1-no,Answer.q1.q1-yes,Answer.q2.q2-no,Answer.q2.q2-yes,Answer.q3.q3-no,Answer.q3.q3-yes,Answer.q4.q4-no,Answer.q4.q4-yes,Answer.q5.q5-no,Answer.q5.q5-yes,Answer.race-other.on,Answer.repeat-task10,Answer.repeat-task16,Answer.repeat-task25,Answer.repeat-task43,Answer.state,Answer.task0,Answer.task1,Answer.task10,Answer.task11,Answer.task12,Answer.task13,Answer.task14,Answer.task15,Answer.task16,Answer.task17,Answer.task18,Answer.task19,Answer.task2,Answer.task20,Answer.task21,Answer.task22,Answer.task23,Answer.task24,Answer.task25,Answer.task26,Answer.task27,Answer.task28,Answer.task29,Answer.task3,Answer.task30,Answer.task31,Answer.task32,Answer.task33,Answer.task34,Answer.task35,Answer.task36,Answer.task37,Answer.task38,Answer.task39,Answer.task4,Answer.task40,Answer.task41,Answer.task42,Answer.task43,Answer.task44,Answer.task45,Answer.task46,Answer.task47,Answer.task48,Answer.task49,Answer.task5,Answer.task6,Answer.task7,Answer.task8,Answer.task9,Answer.white.on,Approve,Reject,Answer.income.income-10,Answer.income.income-11,Answer.income.income-12,Answer.income.income-13,Answer.income.income-14,Answer.income.income-8,Answer.income.income-9
91,91,3TRB893CTPRL18XGICN5H0NGSWCG7W,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,37Q970SNZLPD3BPZFZ5FTNBUNC3S14,A17TKHT8FEVH0R,Approved,Thu Feb 10 16:16:52 PST 2022,Thu Feb 10 16:26:56 PST 2022,Sun Feb 13 16:26:56 PST 2022,Sun Feb 13 16:27:03 PST 2022,,,604,100% (1/1),100% (1/1),100% (1/1),changing sheets,laying out a feast,make pears in maple syrup,freezing meat,wrapping food to put in freezer,buying fast food,turning off the hot tub,make spiced nuts,buy a good acoustic guitar,make an olive medley,checking bags,washing outside walls,press ferns,putting up shelves,taking trash outside,make a cuban sandwich,fold a slice of pizza,planting trees,picking up books at library,make crostini,sauté vegetables,taking clothes out of washer,serving food on the table,make galaktoboureko,make pet treats,putting meal on plate,make party favors from candy,picking up toys,laying out snacks at work,make spicy mayo,wash dog toys,make bhatura,make sisig,taking clothes out of the dryer,make a clothes line,packing meal for delivery,baking a chocolate cake,shopping for hh adult,wrapping gifts,store christmas lights,cook ramps,mailing letters,make fettuccine alfredo,make pastrami and egg hash,make chocolate toast,running bath,decorating outside for holidays,cleaning cups in living room,hanging clothes on clothesline,cook potatoes,True,27,False,Carol Stream,True,False,False,False,False,True,False,False,3,False,False,False,False,False,False,False,False,freelancer,True,False,True,False,True,False,True,False,False,True,False,10,1,6,8,il,10,4,10,10,10,10,10,7,1,7,10,7,6,8,10,6,7,10,6,2,10,10,8,8,10,7,7,10,7,9,6,5,10,10,9,2,10,7,8,10,10,2,10,8,9,8,5,6,6,8,False,x,,True,False,False,False,False,False,False
92,92,3TRB893CTPRL18XGICN5H0NGSWCG7W,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3RXPCZQMQWSAD6G8KZBY49SRZ1A1GU,A1I7H6RDJS4EKN,Approved,Thu Feb 10 16:16:37 PST 2022,Thu Feb 10 16:32:00 PST 2022,Sun Feb 13 16:32:00 PST 2022,Sun Feb 13 16:32:03 PST 2022,,,923,100% (1/1),100% (1/1),100% (1/1),changing sheets,laying out a feast,make pears in maple syrup,freezing meat,wrapping food to put in freezer,buying fast food,turning off the hot tub,make spiced nuts,buy a good acoustic guitar,make an olive medley,checking bags,washing outside walls,press ferns,putting up shelves,taking trash outside,make a cuban sandwich,fold a slice of pizza,planting trees,picking up books at library,make crostini,sauté vegetables,taking clothes out of washer,serving food on the table,make galaktoboureko,make pet treats,putting meal on plate,make party favors from candy,picking up toys,laying out snacks at work,make spicy mayo,wash dog toys,make bhatura,make sisig,taking clothes out of the dryer,make a clothes line,packing meal for delivery,baking a chocolate cake,shopping for hh adult,wrapping gifts,store christmas lights,cook ramps,mailing letters,make fettuccine alfredo,make pastrami and egg hash,make chocolate toast,running bath,decorating outside for holidays,cleaning cups in living room,hanging clothes on clothesline,cook potatoes,True,66,False,Honolulu,True,False,False,False,False,True,False,False,1,True,False,False,False,False,False,False,False,Unemployed (Transportation),True,False,True,False,True,False,True,False,False,True,False,1,1,5,1,hi,7,1,1,10,1,10,10,1,1,10,1,1,1,10,10,10,1,1,10,1,1,1,1,1,1,1,1,10,1,1,10,1,1,1,7,1,1,10,1,10,1,1,5,1,10,1,1,1,1,1,False,x,,False,False,False,False,False,False,False
93,93,3TRB893CTPRL18XGICN5H0NGSWCG7W,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,39GAF6DQWYHTV3639UAK4AV1MGY1VJ,A1NRWXWPCAXDYP,Approved,Thu Feb 10 16:16:48 PST 2022,Thu Feb 10 16:48:53 PST 2022,Sun Feb 13 16:48:53 PST 2022,Sun Feb 13 16:49:03 PST 2022,,,1925,100% (1/1),100% (1/1),100% (1/1),changing sheets,laying out a feast,make pears in maple syrup,freezing meat,wrapping food to put in freezer,buying fast food,turning off the hot tub,make spiced nuts,buy a good acoustic guitar,make an olive medley,checking bags,washing outside walls,press ferns,putting up shelves,taking trash outside,make a cuban sandwich,fold a slice of pizza,planting trees,picking up books at library,make crostini,sauté vegetables,taking clothes out of washer,serving food on the table,make galaktoboureko,make pet treats,putting meal on plate,make party favors from candy,picking up toys,laying out snacks at work,make spicy mayo,wash dog toys,make bhatura,make sisig,taking clothes out of the dryer,make a clothes line,packing meal for delivery,baking a chocolate cake,shopping for hh adult,wrapping gifts,store christmas lights,cook ramps,mailing letters,make fettuccine alfredo,make pastrami and egg hash,make chocolate toast,running bath,decorating outside for holidays,cleaning cups in living room,hanging clothes on clothesline,cook potatoes,False,27,False,Fredericksburg,True,False,False,False,False,True,False,False,2,False,False,False,False,False,False,False,False,Administrative Assistant,True,False,True,False,True,False,True,False,False,True,False,6,2,4,2,va,10,6,7,10,4,9,10,6,2,8,6,4,2,5,9,4,2,4,4,7,8,8,8,2,10,2,2,10,6,10,4,2,10,10,5,2,8,6,2,2,7,10,8,10,10,7,2,2,2,4,True,x,,True,False,False,False,False,False,False
94,94,3TRB893CTPRL18XGICN5H0NGSWCG7W,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3ZV9H2YQQKO2KVKNM8TZE5TCR9E3WN,A28T38MOUG43YD,Approved,Thu Feb 10 16:16:47 PST 2022,Thu Feb 10 16:26:12 PST 2022,Sun Feb 13 16:26:12 PST 2022,Sun Feb 13 16:27:03 PST 2022,,,565,100% (1/1),100% (1/1),100% (1/1),changing sheets,laying out a feast,make pears in maple syrup,freezing meat,wrapping food to put in freezer,buying fast food,turning off the hot tub,make spiced nuts,buy a good acoustic guitar,make an olive medley,checking bags,washing outside walls,press ferns,putting up shelves,taking trash outside,make a cuban sandwich,fold a slice of pizza,planting trees,picking up books at library,make crostini,sauté vegetables,taking clothes out of washer,serving food on the table,make galaktoboureko,make pet treats,putting meal on plate,make party favors from candy,picking up toys,laying out snacks at work,make spicy mayo,wash dog toys,make bhatura,make sisig,taking clothes out of the dryer,make a clothes line,packing meal for delivery,baking a chocolate cake,shopping for hh adult,wrapping gifts,store christmas lights,cook ramps,mailing letters,make fettuccine alfredo,make pastrami and egg hash,make chocolate toast,running bath,decorating outside for holidays,cleaning cups in living room,hanging clothes on clothesline,cook potatoes,False,25,False,Kingsville,True,False,False,False,False,True,False,True,3,False,False,False,False,False,False,False,False,IT,True,False,True,False,True,False,True,False,True,False,False,1,1,1,1,tx,1,1,1,6,8,7,5,1,1,6,1,1,7,1,1,1,6,8,1,6,6,1,1,2,8,5,5,1,6,1,1,1,1,7,1,1,6,1,1,1,1,8,5,5,1,1,1,1,1,1,False,x,,False,True,False,False,False,False,False
95,95,3TRB893CTPRL18XGICN5H0NGSWCG7W,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3OF2M9AATN5CAOXZI155UV4WJXIKZJ,A2RWLFIP23FZA7,Approved,Thu Feb 10 17:48:44 PST 2022,Thu Feb 10 17:56:59 PST 2022,Sun Feb 13 17:56:59 PST 2022,Sun Feb 13 17:57:03 PST 2022,,,495,100% (1/1),100% (1/1),100% (1/1),changing sheets,laying out a feast,make pears in maple syrup,freezing meat,wrapping food to put in freezer,buying fast food,turning off the hot tub,make spiced nuts,buy a good acoustic guitar,make an olive medley,checking bags,washing outside walls,press ferns,putting up shelves,taking trash outside,make a cuban sandwich,fold a slice of pizza,planting trees,picking up books at library,make crostini,sauté vegetables,taking clothes out of washer,serving food on the table,make galaktoboureko,make pet treats,putting meal on plate,make party favors from candy,picking up toys,laying out snacks at work,make spicy mayo,wash dog toys,make bhatura,make sisig,taking clothes out of the dryer,make a clothes line,packing meal for delivery,baking a chocolate cake,shopping for hh adult,wrapping gifts,store christmas lights,cook ramps,mailing letters,make fettuccine alfredo,make pastrami and egg hash,make chocolate toast,running bath,decorating outside for holidays,cleaning cups in living room,hanging clothes on clothesline,cook potatoes,True,28,False,Brooklyn,True,False,False,False,False,True,False,False,1,False,False,False,False,False,False,False,False,chemist,True,False,True,False,True,False,True,False,True,False,False,3,6,3,7,ny,8,6,2,9,5,6,7,7,6,8,2,6,6,6,4,8,8,8,6,7,4,4,7,7,8,8,8,6,8,8,8,3,7,7,5,8,4,7,7,7,4,5,5,7,7,2,2,5,3,6,False,x,,True,False,False,False,False,False,False
96,96,3TRB893CTPRL18XGICN5H0NGSWCG7W,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3F6HPJW4JKHDZDO4I8FUVVOKLVE2WB,A2TDK0LD62WZ8Y,Approved,Thu Feb 10 16:20:04 PST 2022,Thu Feb 10 16:27:11 PST 2022,Sun Feb 13 16:27:11 PST 2022,Sun Feb 13 16:28:03 PST 2022,,,427,100% (1/1),100% (1/1),100% (1/1),changing sheets,laying out a feast,make pears in maple syrup,freezing meat,wrapping food to put in freezer,buying fast food,turning off the hot tub,make spiced nuts,buy a good acoustic guitar,make an olive medley,checking bags,washing outside walls,press ferns,putting up shelves,taking trash outside,make a cuban sandwich,fold a slice of pizza,planting trees,picking up books at library,make crostini,sauté vegetables,taking clothes out of washer,serving food on the table,make galaktoboureko,make pet treats,putting meal on plate,make party favors from candy,picking up toys,laying out snacks at work,make spicy mayo,wash dog toys,make bhatura,make sisig,taking clothes out of the dryer,make a clothes line,packing meal for delivery,baking a chocolate cake,shopping for hh adult,wrapping gifts,store christmas lights,cook ramps,mailing letters,make fettuccine alfredo,make pastrami and egg hash,make chocolate toast,running bath,decorating outside for holidays,cleaning cups in living room,hanging clothes on clothesline,cook potatoes,False,63,False,Green Bay,True,False,False,True,False,False,False,False,1,False,False,False,False,True,False,False,False,freelance writer,True,False,True,False,True,False,True,False,False,True,False,1,1,1,1,wi,10,1,1,10,1,10,10,1,1,4,3,1,1,1,1,1,1,1,1,6,6,1,1,1,10,1,1,7,10,1,1,5,3,10,1,1,10,1,1,1,1,10,1,1,1,10,1,1,1,1,True,x,,False,False,False,False,False,False,False
97,97,3TRB893CTPRL18XGICN5H0NGSWCG7W,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,36W0OB37H3VL8YWRCG28H3O4RG8HZ6,A3KVKK1XLBTSN3,Approved,Thu Feb 10 17:13:14 PST 2022,Thu Feb 10 17:24:25 PST 2022,Sun Feb 13 17:24:25 PST 2022,Sun Feb 13 17:25:03 PST 2022,,,671,100% (1/1),100% (1/1),100% (1/1),changing sheets,laying out a feast,make pears in maple syrup,freezing meat,wrapping food to put in freezer,buying fast food,turning off the hot tub,make spiced nuts,buy a good acoustic guitar,make an olive medley,checking bags,washing outside walls,press ferns,putting up shelves,taking trash outside,make a cuban sandwich,fold a slice of pizza,planting trees,picking up books at library,make crostini,sauté vegetables,taking clothes out of washer,serving food on the table,make galaktoboureko,make pet treats,putting meal on plate,make party favors from candy,picking up toys,laying out snacks at work,make spicy mayo,wash dog toys,make bhatura,make sisig,taking clothes out of the dryer,make a clothes line,packing meal for delivery,baking a chocolate cake,shopping for hh adult,wrapping gifts,store christmas lights,cook ramps,mailing letters,make fettuccine alfredo,make pastrami and egg hash,make chocolate toast,running bath,decorating outside for holidays,cleaning cups in living room,hanging clothes on clothesline,cook potatoes,False,39,False,Macomb,True,False,False,False,False,True,False,False,3,False,False,False,False,False,False,False,False,IT Manager,True,False,True,False,False,True,False,True,False,True,False,8,6,7,3,mi,7,4,8,10,5,2,10,7,6,8,8,3,4,3,8,8,2,2,7,5,8,8,6,7,8,3,3,8,5,10,3,6,8,6,7,2,7,3,3,3,7,6,6,4,5,8,7,4,3,7,True,x,,False,False,False,True,False,False,False
98,98,3TRB893CTPRL18XGICN5H0NGSWCG7W,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3DYGAII7PSP47NTO8XR0ZJER84SQPL,A4LIJVRU6DG61,Approved,Thu Feb 10 16:42:10 PST 2022,Thu Feb 10 16:52:39 PST 2022,Sun Feb 13 16:52:39 PST 2022,Sun Feb 13 16:53:03 PST 2022,,,629,100% (1/1),100% (1/1),100% (1/1),changing sheets,laying out a feast,make pears in maple syrup,freezing meat,wrapping food to put in freezer,buying fast food,turning off the hot tub,make spiced nuts,buy a good acoustic guitar,make an olive medley,checking bags,washing outside walls,press ferns,putting up shelves,taking trash outside,make a cuban sandwich,fold a slice of pizza,planting trees,picking up books at library,make crostini,sauté vegetables,taking clothes out of washer,serving food on the table,make galaktoboureko,make pet treats,putting meal on plate,make party favors from candy,picking up toys,laying out snacks at work,make spicy mayo,wash dog toys,make bhatura,make sisig,taking clothes out of the dryer,make a clothes line,packing meal for delivery,baking a chocolate cake,shopping for hh adult,wrapping gifts,store christmas lights,cook ramps,mailing letters,make fettuccine alfredo,make pastrami and egg hash,make chocolate toast,running bath,decorating outside for holidays,cleaning cups in living room,hanging clothes on clothesline,cook potatoes,False,70,True,Wichita,True,False,False,False,False,True,False,False,1,False,False,False,True,False,False,False,False,retired,True,False,True,False,True,False,True,False,False,True,False,10,3,5,6,ks,8,5,10,10,3,10,10,4,2,10,10,4,4,3,10,7,3,10,5,5,10,5,4,7,10,3,4,10,10,10,4,8,7,7,6,4,10,5,5,4,7,10,10,10,5,7,10,3,8,3,False,x,,False,False,False,False,False,False,False
100,100,3T6SSHJU0LRWMJK7RRR5T1Q5LPFIIL,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3DPNQGW4LSWP8COLV4LEQGM5H7H468,A25V5BD7OK2MQI,Approved,Thu Feb 10 16:17:06 PST 2022,Thu Feb 10 16:20:02 PST 2022,Sun Feb 13 16:20:02 PST 2022,Sun Feb 13 16:21:02 PST 2022,,,176,100% (1/1),100% (1/1),100% (1/1),wrap flowers,fold bandanas,clean your goal keeper gloves,disposing of trash for adult,make mee siam,make melba toast,make chicken and waffles,make risotto,freeze milk,laying out flower vases,tidying up wardrobe,organizing items for yard sale,donating toys,clean a vacuum,washing utensils,treating spot,putting wood in fireplace,clean a baseball glove,hiding matzo,sorting potatoes,make walnut and pecan torte,cook broccolini,putting out dog food,dusting rugs,clean a syringe,cook soybeans,paying for purchases,cook leeks,make rasam,donating books,buy natural honey,make pancit,sorting newspapers for recycling,fill up pita with falafel,cream corn,playing ten pins,bringing paper to recycling,make bibimbap,set a table for a tea party,putting away purchased clothes,making a drink,buy a new computer,buying movie tickets,installing carpet,hanging up bedsheets,putting clean laundry away,butchering chicken,tidying bathroom,putting gift in bag,buying everyday consumer goods,False,36,False,pittsburgh,False,False,True,False,False,True,False,False,2,False,False,False,False,False,False,True,False,unemployed,False,True,False,True,True,False,True,False,True,False,False,10,10,7,10,pa,10,10,10,8,5,10,10,10,10,10,2,3,7,10,6,10,10,2,6,10,6,2,7,10,5,2,10,7,5,2,10,6,6,10,2,10,10,10,10,8,10,6,10,10,10,6,4,3,2,6,True,x,,False,False,False,False,False,False,False
101,101,3T6SSHJU0LRWMJK7RRR5T1Q5LPFIIL,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,37Q970SNZLPD3BPZFZ5FTNBUNC5S16,A2XLMRL553Q4VZ,Approved,Thu Feb 10 16:30:21 PST 2022,Thu Feb 10 16:59:31 PST 2022,Sun Feb 13 16:59:31 PST 2022,Sun Feb 13 17:00:03 PST 2022,,,1750,100% (1/1),100% (1/1),100% (1/1),wrap flowers,fold bandanas,clean your goal keeper gloves,disposing of trash for adult,make mee siam,make melba toast,make chicken and waffles,make risotto,freeze milk,laying out flower vases,tidying up wardrobe,organizing items for yard sale,donating toys,clean a vacuum,washing utensils,treating spot,putting wood in fireplace,clean a baseball glove,hiding matzo,sorting potatoes,make walnut and pecan torte,cook broccolini,putting out dog food,dusting rugs,clean a syringe,cook soybeans,paying for purchases,cook leeks,make rasam,donating books,buy natural honey,make pancit,sorting newspapers for recycling,fill up pita with falafel,cream corn,playing ten pins,bringing paper to recycling,make bibimbap,set a table for a tea party,putting away purchased clothes,making a drink,buy a new computer,buying movie tickets,installing carpet,hanging up bedsheets,putting clean laundry away,butchering chicken,tidying bathroom,putting gift in bag,buying everyday consumer goods,False,29,False,Peoria,True,False,False,False,False,True,False,False,2,False,False,False,False,False,False,False,False,IT,True,False,False,True,False,True,True,False,False,True,False,8,10,3,8,il,5,10,7,2,7,9,10,3,10,6,2,9,3,2,2,10,7,5,1,9,4,2,10,10,10,2,10,3,2,3,10,2,8,8,2,9,10,10,8,9,8,3,8,8,9,1,3,3,1,5,True,x,,False,False,False,False,False,False,True
102,102,3T6SSHJU0LRWMJK7RRR5T1Q5LPFIIL,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3TVSS0C0E8H7JCIH1NZQWIXAL8QTWT,A312GQYLWLFL99,Approved,Thu Feb 10 16:17:03 PST 2022,Thu Feb 10 16:22:10 PST 2022,Sun Feb 13 16:22:10 PST 2022,Sun Feb 13 16:23:02 PST 2022,,,307,100% (1/1),100% (1/1),100% (1/1),wrap flowers,fold bandanas,clean your goal keeper gloves,disposing of trash for adult,make mee siam,make melba toast,make chicken and waffles,make risotto,freeze milk,laying out flower vases,tidying up wardrobe,organizing items for yard sale,donating toys,clean a vacuum,washing utensils,treating spot,putting wood in fireplace,clean a baseball glove,hiding matzo,sorting potatoes,make walnut and pecan torte,cook broccolini,putting out dog food,dusting rugs,clean a syringe,cook soybeans,paying for purchases,cook leeks,make rasam,donating books,buy natural honey,make pancit,sorting newspapers for recycling,fill up pita with falafel,cream corn,playing ten pins,bringing paper to recycling,make bibimbap,set a table for a tea party,putting away purchased clothes,making a drink,buy a new computer,buying movie tickets,installing carpet,hanging up bedsheets,putting clean laundry away,butchering chicken,tidying bathroom,putting gift in bag,buying everyday consumer goods,False,26,False,New York City,True,False,False,False,False,True,False,False,1,False,False,False,False,False,False,False,False,analyst,True,False,True,False,True,False,True,False,True,False,False,8,3,5,9,ny,8,10,8,7,8,10,9,8,4,6,5,9,8,5,5,8,10,10,6,9,6,6,7,8,9,6,9,6,6,4,10,5,7,9,5,9,9,9,8,9,9,10,8,9,9,5,6,3,9,4,True,x,,True,False,False,False,False,False,False
103,103,3T6SSHJU0LRWMJK7RRR5T1Q5LPFIIL,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 16:16:30 PST 2022,9,BatchId:4667327;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 16:16:30 PST 2022,,,3VHP9MDGRU1OM9UBPCU03KB62JECF9,A31BA1WLSWUSY1,Approved,Thu Feb 10 17:39:42 PST 2022,Thu Feb 10 17:42:43 PST 2022,Sun Feb 13 17:42:43 PST 2022,Sun Feb 13 17:43:03 PST 2022,,,181,100% (1/1),100% (1/1),100% (1/1),wrap flowers,fold bandanas,clean your goal keeper gloves,disposing of trash for adult,make mee siam,make melba toast,make chicken and waffles,make risotto,freeze milk,laying out flower vases,tidying up wardrobe,organizing items for yard sale,donating toys,clean a vacuum,washing utensils,treating spot,putting wood in fireplace,clean a baseball glove,hiding matzo,sorting potatoes,make walnut and pecan torte,cook broccolini,putting out dog food,dusting rugs,clean a syringe,cook soybeans,paying for purchases,cook leeks,make rasam,donating books,buy natural honey,make pancit,sorting newspapers for recycling,fill up pita with falafel,cream corn,playing ten pins,bringing paper to recycling,make bibimbap,set a table for a tea party,putting away purchased clothes,making a drink,buy a new computer,buying movie tickets,installing carpet,hanging up bedsheets,putting clean laundry away,butchering chicken,tidying bathroom,putting gift in bag,buying everyday consumer goods,False,47,False,Muncie,True,False,False,False,False,True,False,False,4,False,False,False,False,False,False,False,False,Shipping Supervisor,True,False,True,False,False,True,True,False,False,True,False,1,1,1,10,in,1,1,1,1,1,10,10,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,1,10,1,1,1,1,1,1,5,1,1,1,1,10,1,1,10,5,5,1,10,1,1,1,1,1,1,1,True,x,,False,False,False,False,False,False,True
